Dataset,Subject,Model,Acc,F1,Char_Acc,ITR_N36
BNCI2014_009,1,LDA,0.8177661169415293,0.5282707613718067,0.2708333333333333,16.776140696696245
BNCI2014_009,1,SVM,0.8333433283358321,0.0,0.4791666666666667,42.847889490875446
BNCI2014_009,1,Xdawn+LDA,0.7899400299850076,0.4983938530083634,0.2916666666666667,19.02338272012181
BNCI2014_009,1,EEGNet,0.8645727136431784,0.6781199752628324,0.5625,55.34755066401117
