epoch,loss,train_pr_auc,val_pr_auc,val_macro_f1,val_illicit_recall,val_fpr,val_selected_threshold
1,0.7316262722015381,0.1289219745028785,0.043456137858143506,0.19469870327993896,0.8333333333333334,0.8350515463917526,0.3499999999999999
2,0.7014089226722717,0.1680140867163327,0.044712955691490405,0.18068181818181817,1.0,0.865979381443299,0.33999999999999997
3,0.6981398463249207,0.2213654085510076,0.047053959331618656,0.23394185260311023,0.8333333333333334,0.7835051546391752,0.37999999999999995
4,0.6536648869514465,0.3138207324530478,0.04925664102302259,0.27065302911093625,0.8333333333333334,0.7319587628865979,0.39499999999999996
5,0.6045382022857666,0.4074327002692808,0.05164743108105086,0.2538394668212113,1.0,0.7731958762886598,0.38499999999999995
6,0.5940249562263489,0.5063787818234095,0.05452461356834967,0.27634660421545665,1.0,0.7422680412371134,0.39499999999999996
7,0.578554093837738,0.6127703857333759,0.05892116729928953,0.3191105769230769,1.0,0.6804123711340206,0.4099999999999999
8,0.5796294808387756,0.7110245992128665,0.06293332936639573,0.3259840934259539,1.0,0.6701030927835051,0.4149999999999999
9,0.5323655605316162,0.7871534156857448,0.06602811652368289,0.3327935222672065,1.0,0.6597938144329897,0.4149999999999999
10,0.5530627965927124,0.839924917611984,0.06885979772217253,0.4284128745837958,0.6666666666666666,0.44329896907216493,0.5
11,0.5354002714157104,0.8862495623883112,0.07328163311194033,0.45105940465358113,0.6666666666666666,0.4020618556701031,0.5099999999999999
12,0.5126599073410034,0.9136773743937026,0.07697507977069534,0.4624648735447612,0.6666666666666666,0.38144329896907214,0.5149999999999999
13,0.49527695775032043,0.9384237111962221,0.08259303311079222,0.4478557504873294,0.8333333333333334,0.44329896907216493,0.48499999999999993
14,0.4834212362766266,0.9536353775158386,0.08861047781003922,0.4717948717948718,0.8333333333333334,0.4020618556701031,0.5
15,0.442491739988327,0.9610658102801086,0.0946223316912972,0.4839135021097047,0.8333333333333334,0.38144329896907214,0.5049999999999999
16,0.44816476106643677,0.9672398892376994,0.10364877987828808,0.4839135021097047,0.8333333333333334,0.38144329896907214,0.5099999999999999
17,0.4216946065425873,0.9744249360203018,0.10881926031430746,0.49003077746554263,0.8333333333333334,0.3711340206185567,0.5149999999999999
